MONTH,DAY_OF_WEEK,ORIGIN,BusyFactor,LateFactor,Combined_BusyLateFactor,DEST,Delay15Min,DISTANCE,Hourofdeparture
12,7,CLE,3,2,3,FLL,0,1062,0000 - 0700
1,3,EWR,5,5,10,FLL,0,1065,0000 - 0700
1,7,EWR,5,5,10,FLL,0,1065,0000 - 0700
1,6,EWR,5,5,10,FLL,0,1065,0700 - 0900
1,4,EWR,5,5,10,FLL,0,1065,0900 - 1100
1,4,EWR,5,5,10,FLL,0,1065,0900 - 1100
1,3,EWR,5,5,10,FLL,1,1065,2000 - 2400
1,6,EWR,5,5,10,FLL,1,1065,2000 - 2400
1,2,EWR,5,5,10,FLL,0,1065,0000 - 0700
1,2,EWR,5,5,10,FLL,1,1065,1700 - 1900
2,4,EWR,5,5,10,FLL,0,1065,1100 - 1300
2,2,EWR,5,5,10,FLL,0,1065,0000 - 0700
2,2,EWR,5,5,10,FLL,1,1065,1500 - 1700
2,4,EWR,5,5,10,FLL,1,1065,0900 - 1100
2,6,EWR,5,5,10,FLL,0,1065,1100 - 1300
2,3,EWR,5,5,10,FLL,0,1065,2000 - 2400
2,6,EWR,5,5,10,FLL,0,1065,1900 - 2000
3,2,EWR,5,5,10,FLL,0,1065,0900 - 1100
3,4,EWR,5,5,10,FLL,1,1065,2000 - 2400
3,2,EWR,5,5,10,FLL,0,1065,1500 - 1700
3,1,EWR,5,5,10,FLL,1,1065,1500 - 1700
3,2,EWR,5,5,10,FLL,0,1065,1300 - 1500
4,4,EWR,5,5,10,FLL,0,1065,0900 - 1100
4,1,EWR,5,5,10,FLL,0,1065,1100 - 1300
4,7,EWR,5,5,10,FLL,0,1065,1900 - 2000
5,4,EWR,5,5,10,FLL,0,1065,0700 - 0900
5,3,EWR,5,5,10,FLL,0,1065,0700 - 0900
5,1,EWR,5,5,10,FLL,0,1065,1500 - 1700
5,3,EWR,5,5,10,FLL,1,1065,0000 - 0700
5,3,EWR,5,5,10,FLL,1,1065,1700 - 1900
5,6,EWR,5,5,10,FLL,1,1065,0000 - 0700
6,5,EWR,5,5,10,FLL,1,1065,2000 - 2400
6,2,EWR,5,5,10,FLL,1,1065,0700 - 0900
6,3,EWR,5,5,10,FLL,1,1065,1100 - 1300
6,2,EWR,5,5,10,FLL,0,1065,0000 - 0700
6,3,EWR,5,5,10,FLL,0,1065,1900 - 2000
7,1,EWR,5,5,10,FLL,0,1065,1300 - 1500
7,2,EWR,5,5,10,FLL,1,1065,1100 - 1300
7,2,EWR,5,5,10,FLL,1,1065,2000 - 2400
7,1,EWR,5,5,10,FLL,0,1065,0000 - 0700
7,1,EWR,5,5,10,FLL,0,1065,0900 - 1100
8,4,EWR,5,5,10,FLL,0,1065,1100 - 1300
8,3,EWR,5,5,10,FLL,0,1065,0900 - 1100
8,4,EWR,5,5,10,FLL,1,1065,0900 - 1100
9,2,EWR,5,5,10,FLL,0,1065,1500 - 1700
9,7,EWR,5,5,10,FLL,0,1065,1100 - 1300
10,3,EWR,5,5,10,FLL,1,1065,1100 - 1300
10,3,EWR,5,5,10,FLL,1,1065,2000 - 2400
10,4,EWR,5,5,10,FLL,0,1065,1500 - 1700
10,1,EWR,5,5,10,FLL,0,1065,0900 - 1100
10,7,EWR,5,5,10,FLL,1,1065,2000 - 2400
11,3,EWR,5,5,10,FLL,0,1065,1500 - 1700
11,4,EWR,5,5,10,FLL,1,1065,1500 - 1700
11,1,EWR,5,5,10,FLL,0,1065,0900 - 1100
11,1,EWR,5,5,10,FLL,0,1065,1700 - 1900
11,6,EWR,5,5,10,FLL,0,1065,2000 - 2400
11,2,EWR,5,5,10,FLL,0,1065,0700 - 0900
12,7,EWR,5,5,10,FLL,1,1065,1700 - 1900
12,1,EWR,5,5,10,FLL,1,1065,1500 - 1700
12,4,EWR,5,5,10,FLL,0,1065,0700 - 0900
12,1,EWR,5,5,10,FLL,0,1065,1700 - 1900
12,7,EWR,5,5,10,FLL,0,1065,1500 - 1700
12,5,EWR,5,5,10,FLL,1,1065,1700 - 1900
12,7,EWR,5,5,10,FLL,0,1065,0700 - 0900
1,1,FLL,4,5,8,EWR,0,1065,1500 - 1700
1,5,FLL,4,5,8,EWR,1,1065,1500 - 1700
1,5,FLL,4,5,8,EWR,1,1065,1700 - 1900
1,1,FLL,4,5,8,EWR,0,1065,0900 - 1100
1,1,FLL,4,5,8,EWR,0,1065,1900 - 2000
1,7,FLL,4,5,8,EWR,1,1065,1500 - 1700
1,3,FLL,4,5,8,EWR,0,1065,0900 - 1100
2,6,FLL,4,5,8,EWR,0,1065,1900 - 2000
2,3,FLL,4,5,8,EWR,1,1065,2000 - 2400
2,1,FLL,4,5,8,EWR,1,1065,0000 - 0700
2,4,FLL,4,5,8,EWR,0,1065,0900 - 1100
2,5,FLL,4,5,8,EWR,1,1065,1100 - 1300
3,4,FLL,4,5,8,EWR,0,1065,1700 - 1900
3,7,FLL,4,5,8,EWR,1,1065,1100 - 1300
3,5,FLL,4,5,8,EWR,1,1065,2000 - 2400
3,7,FLL,4,5,8,EWR,0,1065,0700 - 0900
3,3,FLL,4,5,8,EWR,0,1065,1500 - 1700
3,3,FLL,4,5,8,EWR,0,1065,2000 - 2400
3,5,FLL,4,5,8,EWR,1,1065,2000 - 2400
3,5,FLL,4,5,8,EWR,1,1065,1300 - 1500
3,4,FLL,4,5,8,EWR,0,1065,2000 - 2400
3,6,FLL,4,5,8,EWR,0,1065,0900 - 1100
4,1,FLL,4,5,8,EWR,0,1065,0700 - 0900
4,1,FLL,4,5,8,EWR,1,1065,1300 - 1500
4,7,FLL,4,5,8,EWR,0,1065,1300 - 1500
4,2,FLL,4,5,8,EWR,0,1065,1700 - 1900
4,2,FLL,4,5,8,EWR,0,1065,0700 - 0900
5,1,FLL,4,5,8,EWR,0,1065,0900 - 1100
5,7,FLL,4,5,8,EWR,0,1065,1700 - 1900
5,1,FLL,4,5,8,EWR,0,1065,1700 - 1900
5,2,FLL,4,5,8,EWR,0,1065,1100 - 1300
6,6,FLL,4,5,8,EWR,1,1065,2000 - 2400
6,5,FLL,4,5,8,EWR,1,1065,2000 - 2400
6,7,FLL,4,5,8,EWR,0,1065,0000 - 0700
6,3,FLL,4,5,8,EWR,0,1065,0900 - 1100
6,2,FLL,4,5,8,EWR,0,1065,0000 - 0700
6,3,FLL,4,5,8,EWR,1,1065,2000 - 2400
7,4,FLL,4,5,8,EWR,0,1065,0900 - 1100
7,4,FLL,4,5,8,EWR,0,1065,2000 - 2400
7,7,FLL,4,5,8,EWR,0,1065,1500 - 1700
7,6,FLL,4,5,8,EWR,0,1065,0900 - 1100
7,3,FLL,4,5,8,EWR,1,1065,2000 - 2400
7,7,FLL,4,5,8,EWR,0,1065,1900 - 2000
8,7,FLL,4,5,8,EWR,1,1065,2000 - 2400
8,5,FLL,4,5,8,EWR,0,1065,0900 - 1100
8,4,FLL,4,5,8,EWR,1,1065,2000 - 2400
8,4,FLL,4,5,8,EWR,1,1065,0000 - 0700
8,2,FLL,4,5,8,EWR,0,1065,0700 - 0900
9,6,FLL,4,5,8,EWR,0,1065,2000 - 2400
10,1,FLL,4,5,8,EWR,0,1065,0900 - 1100
10,4,FLL,4,5,8,EWR,0,1065,0900 - 1100
10,5,FLL,4,5,8,EWR,0,1065,1700 - 1900
10,2,FLL,4,5,8,EWR,0,1065,0700 - 0900
11,2,FLL,4,5,8,EWR,0,1065,1100 - 1300
11,6,FLL,4,5,8,EWR,0,1065,1100 - 1300
11,6,FLL,4,5,8,EWR,0,1065,0700 - 0900
12,5,FLL,4,5,8,EWR,0,1065,0900 - 1100
12,6,FLL,4,5,8,EWR,0,1065,1700 - 1900
12,5,FLL,4,5,8,EWR,0,1065,1700 - 1900
12,6,FLL,4,5,8,EWR,1,1065,2000 - 2400
12,7,FLL,4,5,8,EWR,0,1065,0700 - 0900
12,3,FLL,4,5,8,EWR,0,1065,0900 - 1100
12,6,FLL,4,5,8,EWR,0,1065,1100 - 1300
1,3,MCO,5,4,8,MKE,0,1066,1700 - 1900
2,1,MCO,5,4,8,MKE,0,1066,0000 - 0700
2,4,MCO,5,4,8,MKE,0,1066,0700 - 0900
2,2,MCO,5,4,8,MKE,1,1066,1300 - 1500
3,1,MCO,5,4,8,MKE,0,1066,1300 - 1500
3,3,MCO,5,4,8,MKE,0,1066,1300 - 1500
4,4,MCO,5,4,8,MKE,1,1066,1700 - 1900
4,1,MCO,5,4,8,MKE,0,1066,0700 - 0900
4,3,MCO,5,4,8,MKE,0,1066,0700 - 0900
4,6,MCO,5,4,8,MKE,1,1066,1900 - 2000
6,6,MCO,5,4,8,MKE,0,1066,1100 - 1300
7,2,MCO,5,4,8,MKE,0,1066,0000 - 0700
8,1,MCO,5,4,8,MKE,1,1066,2000 - 2400
9,2,MCO,5,4,8,MKE,0,1066,1300 - 1500
10,5,MCO,5,4,8,MKE,0,1066,2000 - 2400
10,3,MCO,5,4,8,MKE,0,1066,1300 - 1500
10,5,MCO,5,4,8,MKE,0,1066,1500 - 1700
11,7,MCO,5,4,8,MKE,1,1066,2000 - 2400
11,1,MCO,5,4,8,MKE,0,1066,0700 - 0900
12,4,MCO,5,4,8,MKE,0,1066,0700 - 0900
12,6,MCO,5,4,8,MKE,0,1066,0900 - 1100
10,2,PHL,5,3,6,XNA,0,1066,1500 - 1700
12,3,PHL,5,3,6,XNA,0,1066,1500 - 1700
1,2,MKE,3,3,4,MCO,1,1066,1700 - 1900
1,4,MKE,3,3,4,MCO,0,1066,1700 - 1900
1,1,MKE,3,3,4,MCO,0,1066,1700 - 1900
2,5,MKE,3,3,4,MCO,1,1066,1700 - 1900
3,2,MKE,3,3,4,MCO,0,1066,1100 - 1300
4,2,MKE,3,3,4,MCO,0,1066,1100 - 1300
5,1,MKE,3,3,4,MCO,0,1066,0000 - 0700
6,5,MKE,3,3,4,MCO,1,1066,1100 - 1300
6,3,MKE,3,3,4,MCO,0,1066,0000 - 0700
6,4,MKE,3,3,4,MCO,0,1066,0000 - 0700
6,6,MKE,3,3,4,MCO,0,1066,0000 - 0700
6,2,MKE,3,3,4,MCO,0,1066,0000 - 0700
8,2,MKE,3,3,4,MCO,0,1066,1700 - 1900
8,6,MKE,3,3,4,MCO,0,1066,0000 - 0700
9,1,MKE,3,3,4,MCO,0,1066,0700 - 0900
9,6,MKE,3,3,4,MCO,0,1066,1900 - 2000
10,6,MKE,3,3,4,MCO,0,1066,0900 - 1100
10,3,MKE,3,3,4,MCO,0,1066,0000 - 0700
11,3,MKE,3,3,4,MCO,0,1066,1100 - 1300
12,7,MKE,3,3,4,MCO,0,1066,1700 - 1900
12,6,MKE,3,3,4,MCO,0,1066,2000 - 2400
12,5,MKE,3,3,4,MCO,0,1066,1500 - 1700
9,7,XNA,1,2,1,PHL,0,1066,1500 - 1700
1,2,DFW,5,5,10,PIT,1,1067,0000 - 0700
4,2,DFW,5,5,10,PIT,0,1067,1500 - 1700
4,3,DFW,5,5,10,PIT,0,1067,1300 - 1500
5,4,DFW,5,5,10,PIT,0,1067,1500 - 1700
5,7,DFW,5,5,10,PIT,0,1067,1500 - 1700
6,3,DFW,5,5,10,PIT,0,1067,2000 - 2400
6,3,DFW,5,5,10,PIT,0,1067,1300 - 1500
6,7,DFW,5,5,10,PIT,1,1067,1500 - 1700
6,1,DFW,5,5,10,PIT,1,1067,1500 - 1700
6,4,DFW,5,5,10,PIT,1,1067,1100 - 1300
7,5,DFW,5,5,10,PIT,0,1067,1300 - 1500
8,4,DFW,5,5,10,PIT,0,1067,1700 - 1900
8,6,DFW,5,5,10,PIT,0,1067,1100 - 1300
9,5,DFW,5,5,10,PIT,1,1067,1100 - 1300
10,2,DFW,5,5,10,PIT,0,1067,0700 - 0900
11,7,DFW,5,5,10,PIT,0,1067,0700 - 0900
12,3,DFW,5,5,10,PIT,0,1067,1100 - 1300
12,1,DFW,5,5,10,PIT,0,1067,1300 - 1500
12,5,DFW,5,5,10,PIT,0,1067,1300 - 1500
12,1,DFW,5,5,10,PIT,1,1067,2000 - 2400
12,1,DFW,5,5,10,PIT,0,1067,0700 - 0900
12,1,DFW,5,5,10,PIT,0,1067,1700 - 1900
1,1,DAL,4,5,8,LAS,0,1067,2000 - 2400
2,6,DAL,4,5,8,LAS,0,1067,0000 - 0700
4,2,DAL,4,5,8,LAS,0,1067,1500 - 1700
4,2,DAL,4,5,8,LAS,0,1067,0000 - 0700
5,1,DAL,4,5,8,LAS,0,1067,0000 - 0700
7,3,DAL,4,5,8,LAS,0,1067,1300 - 1500
7,2,DAL,4,5,8,LAS,1,1067,1700 - 1900
8,6,DAL,4,5,8,LAS,0,1067,1500 - 1700
9,4,DAL,4,5,8,LAS,0,1067,1100 - 1300
10,5,DAL,4,5,8,LAS,1,1067,0900 - 1100
12,1,DAL,4,5,8,LAS,0,1067,1100 - 1300
12,6,DAL,4,5,8,LAS,0,1067,1100 - 1300
2,2,LAS,5,4,8,DAL,0,1067,0000 - 0700
3,7,LAS,5,4,8,DAL,1,1067,1900 - 2000
5,2,LAS,5,4,8,DAL,0,1067,0000 - 0700
5,7,LAS,5,4,8,DAL,0,1067,0700 - 0900
6,7,LAS,5,4,8,DAL,0,1067,1500 - 1700
6,4,LAS,5,4,8,DAL,0,1067,1100 - 1300
6,5,LAS,5,4,8,DAL,0,1067,0000 - 0700
7,5,LAS,5,4,8,DAL,0,1067,1900 - 2000
8,6,LAS,5,4,8,DAL,0,1067,0000 - 0700
8,1,LAS,5,4,8,DAL,0,1067,0700 - 0900
8,1,LAS,5,4,8,DAL,0,1067,1300 - 1500
8,3,LAS,5,4,8,DAL,0,1067,1300 - 1500
9,5,LAS,5,4,8,DAL,0,1067,0900 - 1100
10,3,LAS,5,4,8,DAL,0,1067,0900 - 1100
10,5,LAS,5,4,8,DAL,1,1067,0900 - 1100
11,7,LAS,5,4,8,DAL,0,1067,1500 - 1700
11,7,LAS,5,4,8,DAL,0,1067,1500 - 1700
12,3,LAS,5,4,8,DAL,0,1067,1300 - 1500
1,2,PIT,3,2,3,DFW,0,1067,1900 - 2000
1,5,PIT,3,2,3,DFW,0,1067,0700 - 0900
2,4,PIT,3,2,3,DFW,0,1067,0700 - 0900
3,2,PIT,3,2,3,DFW,0,1067,1900 - 2000
3,5,PIT,3,2,3,DFW,1,1067,2000 - 2400
4,5,PIT,3,2,3,DFW,0,1067,1100 - 1300
4,3,PIT,3,2,3,DFW,0,1067,0700 - 0900
4,4,PIT,3,2,3,DFW,0,1067,0700 - 0900
4,2,PIT,3,2,3,DFW,1,1067,0700 - 0900
6,4,PIT,3,2,3,DFW,1,1067,1700 - 1900
6,2,PIT,3,2,3,DFW,1,1067,1500 - 1700
8,7,PIT,3,2,3,DFW,0,1067,1900 - 2000
8,5,PIT,3,2,3,DFW,1,1067,0700 - 0900
8,6,PIT,3,2,3,DFW,0,1067,0700 - 0900
8,4,PIT,3,2,3,DFW,1,1067,1500 - 1700
9,3,PIT,3,2,3,DFW,0,1067,0000 - 0700
9,4,PIT,3,2,3,DFW,0,1067,1100 - 1300
9,1,PIT,3,2,3,DFW,0,1067,1100 - 1300
10,6,PIT,3,2,3,DFW,0,1067,1100 - 1300
11,1,PIT,3,2,3,DFW,0,1067,1900 - 2000
12,3,PIT,3,2,3,DFW,0,1067,1900 - 2000
12,7,PIT,3,2,3,DFW,0,1067,1900 - 2000
12,7,PIT,3,2,3,DFW,1,1067,1300 - 1500
12,5,PIT,3,2,3,DFW,0,1067,0700 - 0900
12,2,PIT,3,2,3,DFW,0,1067,0700 - 0900
12,7,PIT,3,2,3,DFW,0,1067,0700 - 0900
1,4,EWR,5,5,10,RSW,0,1068,2000 - 2400
1,5,EWR,5,5,10,RSW,1,1068,2000 - 2400
1,6,EWR,5,5,10,RSW,0,1068,2000 - 2400
1,1,EWR,5,5,10,RSW,0,1068,1500 - 1700
1,6,EWR,5,5,10,RSW,0,1068,0700 - 0900
2,3,EWR,5,5,10,RSW,0,1068,1700 - 1900
2,4,EWR,5,5,10,RSW,0,1068,1100 - 1300
4,6,EWR,5,5,10,RSW,0,1068,1500 - 1700
4,3,EWR,5,5,10,RSW,0,1068,0700 - 0900
4,5,EWR,5,5,10,RSW,0,1068,1500 - 1700
4,1,EWR,5,5,10,RSW,0,1068,2000 - 2400
4,3,EWR,5,5,10,RSW,0,1068,1100 - 1300
4,5,EWR,5,5,10,RSW,0,1068,1500 - 1700
4,2,EWR,5,5,10,RSW,0,1068,1900 - 2000
4,3,EWR,5,5,10,RSW,1,1068,1700 - 1900
4,1,EWR,5,5,10,RSW,0,1068,1700 - 1900
4,3,EWR,5,5,10,RSW,0,1068,1500 - 1700
4,5,EWR,5,5,10,RSW,0,1068,0900 - 1100
5,4,EWR,5,5,10,RSW,0,1068,0900 - 1100
5,7,EWR,5,5,10,RSW,1,1068,2000 - 2400
5,4,EWR,5,5,10,RSW,0,1068,0900 - 1100
5,1,EWR,5,5,10,RSW,0,1068,2000 - 2400
5,7,EWR,5,5,10,RSW,1,1068,1700 - 1900
6,3,EWR,5,5,10,RSW,1,1068,1700 - 1900
6,3,EWR,5,5,10,RSW,0,1068,0000 - 0700
7,6,EWR,5,5,10,RSW,0,1068,0700 - 0900
7,3,EWR,5,5,10,RSW,1,1068,2000 - 2400
8,5,EWR,5,5,10,RSW,0,1068,1500 - 1700
10,6,EWR,5,5,10,RSW,0,1068,1700 - 1900
11,4,EWR,5,5,10,RSW,0,1068,1100 - 1300
11,5,EWR,5,5,10,RSW,0,1068,0700 - 0900
11,5,EWR,5,5,10,RSW,1,1068,1900 - 2000
11,5,EWR,5,5,10,RSW,0,1068,1900 - 2000
11,5,EWR,5,5,10,RSW,0,1068,0000 - 0700
12,2,EWR,5,5,10,RSW,1,1068,1900 - 2000
12,2,EWR,5,5,10,RSW,0,1068,1100 - 1300
12,1,EWR,5,5,10,RSW,0,1068,1300 - 1500
12,2,EWR,5,5,10,RSW,0,1068,1300 - 1500
12,1,EWR,5,5,10,RSW,0,1068,1100 - 1300
12,7,EWR,5,5,10,RSW,1,1068,1700 - 1900
12,1,EWR,5,5,10,RSW,0,1068,1500 - 1700
12,6,MIA,5,4,8,STL,1,1068,0900 - 1100
1,2,MIA,5,4,8,STL,1,1068,2000 - 2400
1,4,MIA,5,4,8,STL,1,1068,2000 - 2400
1,4,MIA,5,4,8,STL,0,1068,0700 - 0900
2,7,MIA,5,4,8,STL,0,1068,0700 - 0900
3,7,MIA,5,4,8,STL,1,1068,2000 - 2400
8,5,MIA,5,4,8,STL,0,1068,2000 - 2400
9,1,MIA,5,4,8,STL,0,1068,1500 - 1700
11,5,MIA,5,4,8,STL,0,1068,0700 - 0900
12,5,MIA,5,4,8,STL,0,1068,0700 - 0900
1,3,STL,4,5,8,MIA,0,1068,1700 - 1900
1,4,STL,4,5,8,MIA,0,1068,1700 - 1900
4,2,STL,4,5,8,MIA,0,1068,1100 - 1300
4,3,STL,4,5,8,MIA,0,1068,0000 - 0700
6,1,STL,4,5,8,MIA,0,1068,1100 - 1300
8,7,STL,4,5,8,MIA,0,1068,1100 - 1300
8,1,STL,4,5,8,MIA,0,1068,1100 - 1300
8,7,STL,4,5,8,MIA,0,1068,0000 - 0700
10,4,STL,4,5,8,MIA,0,1068,1700 - 1900
11,7,STL,4,5,8,MIA,0,1068,0000 - 0700
12,1,STL,4,5,8,MIA,0,1068,0000 - 0700
1,3,RSW,3,3,4,EWR,0,1068,0900 - 1100
1,4,RSW,3,3,4,EWR,1,1068,1300 - 1500
3,4,RSW,3,3,4,EWR,0,1068,0700 - 0900
3,2,RSW,3,3,4,EWR,0,1068,1900 - 2000
3,7,RSW,3,3,4,EWR,0,1068,0700 - 0900
3,4,RSW,3,3,4,EWR,0,1068,1500 - 1700
4,2,RSW,3,3,4,EWR,0,1068,0000 - 0700
4,6,RSW,3,3,4,EWR,0,1068,0000 - 0700
4,1,RSW,3,3,4,EWR,1,1068,2000 - 2400
5,7,RSW,3,3,4,EWR,0,1068,0900 - 1100
6,3,RSW,3,3,4,EWR,0,1068,0900 - 1100
7,6,RSW,3,3,4,EWR,0,1068,1100 - 1300
7,5,RSW,3,3,4,EWR,0,1068,0000 - 0700
8,4,RSW,3,3,4,EWR,0,1068,1100 - 1300
9,2,RSW,3,3,4,EWR,0,1068,0700 - 0900
9,1,RSW,3,3,4,EWR,0,1068,2000 - 2400
10,3,RSW,3,3,4,EWR,1,1068,2000 - 2400
11,6,RSW,3,3,4,EWR,0,1068,1500 - 1700
11,5,RSW,3,3,4,EWR,0,1068,0000 - 0700
11,3,RSW,3,3,4,EWR,0,1068,1700 - 1900
12,6,RSW,3,3,4,EWR,0,1068,0000 - 0700
12,6,RSW,3,3,4,EWR,0,1068,0700 - 0900
12,4,RSW,3,3,4,EWR,0,1068,1100 - 1300
12,2,RSW,3,3,4,EWR,0,1068,0900 - 1100
3,4,DEN,5,5,10,CVG,1,1069,1100 - 1300
3,3,DEN,5,5,10,CVG,0,1069,1100 - 1300
4,2,DEN,5,5,10,CVG,0,1069,1700 - 1900
4,3,DEN,5,5,10,CVG,0,1069,1100 - 1300
4,6,DEN,5,5,10,CVG,0,1069,0000 - 0700
4,7,DEN,5,5,10,CVG,0,1069,1100 - 1300
4,2,DEN,5,5,10,CVG,0,1069,1100 - 1300
5,4,DEN,5,5,10,CVG,0,1069,1700 - 1900
5,3,DEN,5,5,10,CVG,0,1069,1100 - 1300
6,5,DEN,5,5,10,CVG,0,1069,0000 - 0700
7,1,DEN,5,5,10,CVG,1,1069,1500 - 1700
7,1,DEN,5,5,10,CVG,0,1069,0900 - 1100
8,7,DEN,5,5,10,CVG,0,1069,1300 - 1500
8,7,DEN,5,5,10,CVG,1,1069,0900 - 1100
8,2,DEN,5,5,10,CVG,1,1069,1700 - 1900
8,5,DEN,5,5,10,CVG,0,1069,0900 - 1100
8,2,DEN,5,5,10,CVG,0,1069,0900 - 1100
8,7,DEN,5,5,10,CVG,1,1069,1500 - 1700
8,1,DEN,5,5,10,CVG,0,1069,1100 - 1300
9,4,DEN,5,5,10,CVG,0,1069,1100 - 1300
9,6,DEN,5,5,10,CVG,0,1069,1700 - 1900
9,4,DEN,5,5,10,CVG,0,1069,1100 - 1300
9,6,DEN,5,5,10,CVG,1,1069,1300 - 1500
9,2,DEN,5,5,10,CVG,0,1069,1100 - 1300
9,5,DEN,5,5,10,CVG,1,1069,1100 - 1300
10,6,DEN,5,5,10,CVG,0,1069,1100 - 1300
10,4,DEN,5,5,10,CVG,1,1069,1500 - 1700
10,2,DEN,5,5,10,CVG,1,1069,1700 - 1900
11,6,DEN,5,5,10,CVG,0,1069,1100 - 1300
12,1,DEN,5,5,10,CVG,1,1069,1500 - 1700
12,6,DEN,5,5,10,CVG,1,1069,1300 - 1500
1,4,FLL,4,5,8,JFK,1,1069,1300 - 1500
1,2,FLL,4,5,8,JFK,0,1069,1500 - 1700
1,2,FLL,4,5,8,JFK,0,1069,2000 - 2400
1,5,FLL,4,5,8,JFK,1,1069,2000 - 2400
2,4,FLL,4,5,8,JFK,1,1069,1700 - 1900
2,5,FLL,4,5,8,JFK,0,1069,2000 - 2400
3,6,FLL,4,5,8,JFK,0,1069,1300 - 1500
3,7,FLL,4,5,8,JFK,0,1069,1500 - 1700
3,5,FLL,4,5,8,JFK,1,1069,1300 - 1500
3,7,FLL,4,5,8,JFK,0,1069,1500 - 1700
3,7,FLL,4,5,8,JFK,0,1069,2000 - 2400
3,7,FLL,4,5,8,JFK,0,1069,0700 - 0900
4,2,FLL,4,5,8,JFK,0,1069,0700 - 0900
4,7,FLL,4,5,8,JFK,0,1069,0700 - 0900
4,1,FLL,4,5,8,JFK,0,1069,0900 - 1100
4,5,FLL,4,5,8,JFK,0,1069,0700 - 0900
4,7,FLL,4,5,8,JFK,0,1069,1500 - 1700
4,4,FLL,4,5,8,JFK,1,1069,1500 - 1700
5,3,FLL,4,5,8,JFK,0,1069,2000 - 2400
5,5,FLL,4,5,8,JFK,0,1069,2000 - 2400
5,7,FLL,4,5,8,JFK,0,1069,1300 - 1500
6,2,FLL,4,5,8,JFK,1,1069,2000 - 2400
6,1,FLL,4,5,8,JFK,0,1069,1500 - 1700
6,2,FLL,4,5,8,JFK,0,1069,1300 - 1500
6,5,FLL,4,5,8,JFK,0,1069,0000 - 0700
6,6,FLL,4,5,8,JFK,1,1069,2000 - 2400
6,4,FLL,4,5,8,JFK,1,1069,1500 - 1700
8,2,FLL,4,5,8,JFK,1,1069,0900 - 1100
8,5,FLL,4,5,8,JFK,0,1069,0000 - 0700
8,5,FLL,4,5,8,JFK,0,1069,1100 - 1300
8,5,FLL,4,5,8,JFK,0,1069,1700 - 1900
8,2,FLL,4,5,8,JFK,0,1069,0900 - 1100
8,4,FLL,4,5,8,JFK,1,1069,0000 - 0700
9,4,FLL,4,5,8,JFK,0,1069,0700 - 0900
10,4,FLL,4,5,8,JFK,0,1069,1100 - 1300
10,5,FLL,4,5,8,JFK,0,1069,1500 - 1700
10,5,FLL,4,5,8,JFK,0,1069,1100 - 1300
10,3,FLL,4,5,8,JFK,0,1069,1300 - 1500
10,4,FLL,4,5,8,JFK,1,1069,2000 - 2400
11,4,FLL,4,5,8,JFK,1,1069,2000 - 2400
11,5,FLL,4,5,8,JFK,0,1069,0900 - 1100
11,5,FLL,4,5,8,JFK,0,1069,1500 - 1700
11,4,FLL,4,5,8,JFK,0,1069,0700 - 0900
11,1,FLL,4,5,8,JFK,1,1069,1300 - 1500
11,6,FLL,4,5,8,JFK,1,1069,1300 - 1500
11,4,FLL,4,5,8,JFK,1,1069,1100 - 1300
12,1,FLL,4,5,8,JFK,1,1069,1100 - 1300
12,2,FLL,4,5,8,JFK,1,1069,1900 - 2000
1,2,JFK,5,4,8,FLL,0,1069,1500 - 1700
1,2,JFK,5,4,8,FLL,0,1069,0700 - 0900
1,5,JFK,5,4,8,FLL,1,1069,2000 - 2400
2,1,JFK,5,4,8,FLL,1,1069,2000 - 2400
2,5,JFK,5,4,8,FLL,1,1069,2000 - 2400
2,4,JFK,5,4,8,FLL,0,1069,1100 - 1300
2,7,JFK,5,4,8,FLL,0,1069,1900 - 2000
3,7,JFK,5,4,8,FLL,0,1069,2000 - 2400
3,7,JFK,5,4,8,FLL,0,1069,0700 - 0900
3,7,JFK,5,4,8,FLL,0,1069,1100 - 1300
3,1,JFK,5,4,8,FLL,0,1069,1500 - 1700
3,6,JFK,5,4,8,FLL,0,1069,0700 - 0900
3,5,JFK,5,4,8,FLL,0,1069,2000 - 2400
4,3,JFK,5,4,8,FLL,0,1069,0700 - 0900
4,6,JFK,5,4,8,FLL,0,1069,0000 - 0700
4,2,JFK,5,4,8,FLL,0,1069,2000 - 2400
4,4,JFK,5,4,8,FLL,0,1069,0700 - 0900
4,3,JFK,5,4,8,FLL,0,1069,0700 - 0900
5,5,JFK,5,4,8,FLL,0,1069,0700 - 0900
5,7,JFK,5,4,8,FLL,0,1069,1700 - 1900
5,2,JFK,5,4,8,FLL,0,1069,1700 - 1900
5,7,JFK,5,4,8,FLL,0,1069,2000 - 2400
5,4,JFK,5,4,8,FLL,0,1069,1100 - 1300
5,2,JFK,5,4,8,FLL,0,1069,1700 - 1900
5,3,JFK,5,4,8,FLL,0,1069,0900 - 1100
6,2,JFK,5,4,8,FLL,0,1069,1300 - 1500
6,4,JFK,5,4,8,FLL,0,1069,0000 - 0700
7,6,JFK,5,4,8,FLL,0,1069,0700 - 0900
8,5,JFK,5,4,8,FLL,0,1069,1700 - 1900
8,7,JFK,5,4,8,FLL,0,1069,0700 - 0900
8,2,JFK,5,4,8,FLL,0,1069,0900 - 1100
9,6,JFK,5,4,8,FLL,0,1069,0700 - 0900
9,5,JFK,5,4,8,FLL,0,1069,1500 - 1700
